Title,Creators,DOI,Publisher,Year Published
Research Object Hub (RoHub) for FAIR research data management and Open Science in practice,"Coca-Castro, Alejandro, Fouilloux, Anne, Iaquinta, Jean",10.5281/zenodo.8162997,Zenodo,2023
Research Object Hub (RoHub) for FAIR research data management and Open Science in practice,"Coca-Castro, Alejandro, Fouilloux, Anne, Iaquinta, Jean",10.5281/zenodo.8162996,Zenodo,2023
alan-turing-institute/Turing-RSS-Health-Data-Lab-Biomedical-Acoustic-Markers: Initial,"Coppock, Harry, Karoune, Emma, Jon-Fuller-Ukhsa",10.5281/zenodo.8130843,Zenodo,2023
alan-turing-institute/Turing-RSS-Health-Data-Lab-Biomedical-Acoustic-Markers: Initial,"Coppock, Harry, Karoune, Emma, Jon-Fuller-Ukhsa",10.5281/zenodo.8130844,Zenodo,2023
"Research infrastructure roles: perspectives, paths and lived experiences","Bennett, Arielle, Karoune, Emma, Plomp, Esther, Sharan, Malvika, Lee Steele, Anne",10.5281/zenodo.8087115,Zenodo,2023
"Research infrastructure roles: perspectives, paths and lived experiences","Bennett, Arielle, Karoune, Emma, Plomp, Esther, Sharan, Malvika, Lee Steele, Anne",10.5281/zenodo.8087114,Zenodo,2023
napari/napari: 0.4.0,"Sofroniew, Nicholas, Talley Lambert, Evans, Kira, Nunez-Iglesias, Juan, Yamauchi, Kevin, Solak, Ahmet Can, Winston, Philip, Bokota, Grzegorz, Ziyangczi, Buckley, Genevieve, Tung, Tony, Pop, Draga Doncila, , Hector, Freeman, Jeremy, Bussonnier, Matthias, Boone, Peter, Loic Royer, Har-Gil, Hagai, Lowe, Alan R, Kittisopikul, Mark, Axelrod, Shannon, Rokem, Ariel, , Bryant, Gohlke, Christoph, Kiggins, Justin, Mars Huang, Pranathi Vemuri, Dunham, Reece, Manz, Trevor, Hilsenstein, Volker",10.5281/zenodo.4151674,Zenodo,2020
Turing Research Innovation Centre for Digital Twins (TRIC-DT): Innovation and Impact Hub,"Gould van Praag, Cassandra",10.5281/zenodo.8102423,Zenodo,2023
Turing Research Innovation Centre for Digital Twins (TRIC-DT): Innovation and Impact Hub,"Gould van Praag, Cassandra",10.5281/zenodo.8109183,Zenodo,2023
Building resilience in government using data science,"Bennett, Hayley, Dorobantu, Cosmina, MacArthur, Ben, Margetts, Helen",10.5281/zenodo.7973613,Zenodo,2023
Building resilience in government using data science,"Bennett, Hayley, Dorobantu, Cosmina, MacArthur, Ben, Margetts, Helen",10.5281/zenodo.7973612,Zenodo,2023
Slides for AI-UK 2023 panel presetnation: A smart city that works for all: A case study of Leicester.,"Cartwright, Edward, Virmani, Swati, Martinez Cardenas, Ruben, Watson, Rob",10.6084/m9.figshare.23544657.v1,figshare,2023
Slides for AI-UK 2023 panel presentation: A smart city that works for all: A case study of Leicester.,"Cartwright, Edward, Virmani, Swati, Martinez Cardenas, Ruben, Watson, Rob",10.6084/m9.figshare.23544657,figshare,2023
Slides for AI-UK 2023 panel presentation: A smart city that works for all: A case study of Leicester.,"Cartwright, Edward, Virmani, Swati, Martinez Cardenas, Ruben, Watson, Rob",10.6084/m9.figshare.23544657.v2,figshare,2023
Semantic Speech Networks Linked to Formal Thought Disorder in Early Psychosis.,"Nettekoven, Caroline R, Diederen, Kelly, Giles, Oscar, Duncan, Helen, Stenson, Iain, Olah, Julianna, Gibbs-Dean, Toni, Collier, Nigel, Vértes, Petra E, Spencer, Tom J, Morgan, Sarah E, McGuire, Philip",10.17863/cam.96223,Oxford University Press (OUP),2023
Cell to Whole Organ Global Sensitivity Analysis on a Four-chamber Heart Electromechanics Model Using Gaussian Processes Emulators - Training Datasets,"Strocchi, Marina, Longobardi, Stefano, Augustin, Christoph M., Gsell, Matthias A. F., Petras, Argyrios, Rinaldi, Christopher A., Vigmond, Edward J, Plank, Gernot, Oates, Chris J., Richarad D. Wilkinson, Niederer, Steven A.",10.5281/zenodo.7405334,Zenodo,2022
Cell to Whole Organ Global Sensitivity Analysis on a Four-chamber Heart Electromechanics Model Using Gaussian Processes Emulators - Training Datasets,"Strocchi, Marina, Longobardi, Stefano, Augustin, Christoph M., Gsell, Matthias A. F., Petras, Argyrios, Rinaldi, Christopher A., Vigmond, Edward J, Plank, Gernot, Oates, Chris J., Richarad D. Wilkinson, Niederer, Steven A.",10.5281/zenodo.7405335,Zenodo,2022
Curate your story,"Whitaker, Kirstie",10.5281/zenodo.8020686,Zenodo,2023
Curate your story,"Whitaker, Kirstie",10.5281/zenodo.8020687,Zenodo,2023
"The Turing Way: Reproducible, Inclusive, Collaborative Data Science","Steele, Anne Lee",10.5281/zenodo.7951378,Zenodo,2023
"The Turing Way: Reproducible, Inclusive, Collaborative Data Science","Steele, Anne Lee",10.5281/zenodo.7951379,Zenodo,2023
Tackling threats to informed decision-making in democratic societies: Promoting epistemic security in a technologically-advanced world,"Seger, Elizabeth, Avin, Shahar, Pearson, Gavin, Briers, Mark, Ó Heigeartaigh, Seán, Bacon, Helena",10.17863/cam.64183,The Alan Turing Institute,2020
The challenges and prospects of the intersection of humanities and data science: A white paper from The Alan Turing Institute,"McGillivray, Barbara, Alex, Beatrice, Ames, Sarah, Armstrong, Guyda, Beavan, David, Ciula, Arianna, Colavizza, Giovanni, Cummings, James, De Roure, David, Farquhar, Adam, Hengchen, Simon, Lang, Anouk, Loxley, James, Goudarouli, Eirini, Nanni, Federico, Nini, Andrea, Nyhan, Julianne, Osborne, Nicola, Poibeau, Thierry, Ridge, Mia, Ranade, Sonia, Smithies, James, Terras, Melissa, Vlachidis, Andreas, Willcox, Pip",10.17863/cam.56765,Apollo - University of Cambridge Repository,2020
Collaborations Workshop 2023 - Pathways to Sustainability for Research Projects and Outputs,"Sood, Hari, Rincon, Cami, Lee Steele, Anne",10.5281/zenodo.7945545,Zenodo,2023
Collaborations Workshop 2023 - Pathways to Sustainability for Research Projects and Outputs,"Sood, Hari, Rincon, Cami, Lee Steele, Anne",10.5281/zenodo.7945544,Zenodo,2023
Introducing The Turing Way,"Steele, Anne Lee",10.5281/zenodo.7971152,Zenodo,2023
Introducing The Turing Way,"Steele, Anne Lee",10.5281/zenodo.7971153,Zenodo,2023
Nowcasting with signature methods,"Cohen, Samuel N., Lui, Silvia, Malpass, Will, Mantoan, Giulia, Nesheim, Lars, de Paula, Áureo, Reeves, Andrew, Scott, Craig, Small, Emma, Yang, Lingyi",10.48550/arxiv.2305.10256,arXiv,2023
"Research infrastructure roles: perspectives, paths and lived experiences","Araujo Alvarez, Alexandra, Lee Steele, Anne, Rangel Smith, Camila, Karoune, Emma, Sood, Hari, Sharan, Malvika",10.5281/zenodo.7885858,Zenodo,2023
"Research infrastructure roles: perspectives, paths and lived experiences","Araujo Alvarez, Alexandra, Lee Steele, Anne, Rangel Smith, Camila, Karoune, Emma, Sood, Hari, Sharan, Malvika",10.5281/zenodo.7885859,Zenodo,2023
"Time varying association between deprivation, ethnicity and SARS-CoV-2 infections in England: A population-based ecological study.","Padellini, Tullia, Jersakova, Radka, Diggle, Peter J, Holmes, Chris, King, Ruairidh E, Lehmann, Brieuc CL, Mallon, Ann-Marie, Nicholson, George, Richardson, Sylvia, Blangiardo, Marta",10.17863/cam.82815,Elsevier BV,2022
A digital twin of bridges for structural health monitoring,"Ye, C, Butler, L, Calka, B, Iangurazov, M, Lu, Q, Gregory, A, Girolami, M, Middleton, C",10.17863/cam.63903,"DEStech Publications, Inc.",2019
On the role of C4 and C5 products in electrochemical CO2 reduction via copper-based catalysts,"Rihm, SD, Kovalev, MK, Lapkin, AA, Ager, JW, Kraft, M",10.17863/cam.94860,Royal Society of Chemistry (RSC),2023
A dynamic microsimulation model for epidemics.,"Spooner, Fiona, Abrams, Jesse F, Morrissey, Karyn, Shaddick, Gavin, Batty, Michael, Milton, Richard, Dennett, Adam, Lomax, Nik, Malleson, Nick, Nelissen, Natalie, Coleman, Alex, Nur, Jamil, Jin, Ying, Greig, Rory, Shenton, Charlie, Birkin, Mark",10.17863/cam.79665,Elsevier BV,2021
Interventional neurorehabilitation for promoting functional recovery post-craniotomy: a proof-of-concept.,"Poologaindran, Anujan, Profyris, Christos, Young, Isabella M, Dadario, Nicholas B, Ahsan, Syed A, Chendeb, Kassem, Briggs, Robert G, Teo, Charles, Romero-Garcia, Rafael, Suckling, John, Sughrue, Michael E",10.17863/cam.81795,Springer Science and Business Media LLC,2022
alan-turing-institute/hartlib: Code from STSM,"McGillivray, Barbara, Hengchen, Simon",10.5281/zenodo.1040681,Zenodo,2017
alan-turing-institute/hartlib: Code from STSM,"McGillivray, Barbara, Hengchen, Simon",10.5281/zenodo.1040682,Zenodo,2017
alan-turing-institute/SigNet: Initial release of the SigNet package,"AldoGl, O'Reilly, Martin, Daviesp847",10.5281/zenodo.1435035,Zenodo,2018
alan-turing-institute/SigNet: Initial release of the SigNet package,"AldoGl, O'Reilly, Martin, Daviesp847",10.5281/zenodo.1435036,Zenodo,2018
The Turing Way: A Handbook for Reproducible Data Science,"Community, The Turing Way, Arnold, Becky, Bowler, Louise, Gibson, Sarah, Herterich, Patricia, Higman, Rosie, Krystalli, Anna, Morley, Alexander, O'Reilly, Martin, Whitaker, Kirstie",10.5281/zenodo.3233969,Zenodo,2019
The Turing Way: A Handbook for Reproducible Data Science,"Community, The Turing Way, Arnold, Becky, Bowler, Louise, Gibson, Sarah, Herterich, Patricia, Higman, Rosie, Krystalli, Anna, Morley, Alexander, O'Reilly, Martin, Whitaker, Kirstie",10.5281/zenodo.3233986,Zenodo,2019
The Turing Way: A Handbook for Reproducible Data Science,"Community, The Turing Way, Arnold, Becky, Bowler, Louise, Gibson, Sarah, Herterich, Patricia, Higman, Rosie, Krystalli, Anna, Morley, Alexander, O'Reilly, Martin, Whitaker, Kirstie",10.5281/zenodo.3233892,Zenodo,2019
The Turing Way: A Handbook for Reproducible Data Science,"Community, The Turing Way, Arnold, Becky, Bowler, Louise, Gibson, Sarah, Herterich, Patricia, Higman, Rosie, Krystalli, Anna, Morley, Alexander, O'Reilly, Martin, Whitaker, Kirstie",10.5281/zenodo.3233854,Zenodo,2019
Co-creating The Turing Way with global community | Co-creando The Turing Way con la comunidad global,"Sharan, Malvika, Black, Melissa, Plomp, Esther",10.5281/zenodo.7849390,Zenodo,2023
Co-creating The Turing Way with global community | Co-creando The Turing Way con la comunidad global,"Sharan, Malvika, Black, Melissa, Plomp, Esther",10.5281/zenodo.7849391,Zenodo,2023
Spectral decomposition of atomic structures in heterogeneous cryo-EM,"Esteve-Yagüe, C, Diepeveen, W, Öktem, O, Schönlieb, CB",10.17863/cam.93328,IOP Publishing,2023
Estimation of reproduction numbers in real time: Conceptual and statistical challenges.,"Pellis, Lorenzo, Birrell, Paul J, Blake, Joshua, Overton, Christopher E, Scarabel, Francesca, Stage, Helena B, Brooks-Pollock, Ellen, Danon, Leon, Hall, Ian, House, Thomas A, Keeling, Matt J, Read, Jonathan M, JUNIPER Consortium, De Angelis, Daniela",10.17863/cam.90962,Oxford University Press (OUP),2022
Reproducibility in practice: insights from The Turing Way,"Karoune, Emma, Hellon, Vicky",10.5281/zenodo.6849035,Zenodo,2023
Reproducibility in practice: insights from The Turing Way,"Karoune, Emma, Hellon, Vicky",10.5281/zenodo.6849036,Zenodo,2022
Reproducibility in practice: insights from The Turing Way,"Karoune, Emma, Hellon, Vicky",10.5281/zenodo.7860202,Zenodo,2023
Beyond Digital Humanities: Weaving Humanities Research Software Engineering and AI,"Beavan, David",10.5281/zenodo.7821069,Zenodo,2023
Beyond Digital Humanities: Weaving Humanities Research Software Engineering and AI,"Beavan, David",10.5281/zenodo.7821070,Zenodo,2023
Reproducibility in health data research,"Lacey, Arron, Karoune, Emma",10.5281/zenodo.6895191,Zenodo,2022
Reproducibility in health data research,"Lacey, Arron, Karoune, Emma",10.5281/zenodo.6895192,Zenodo,2022
GA4GH Phenopackets: A Practical Introduction.,"Ladewig, Markus S, Jacobsen, Julius OB, Wagner, Alex H, Danis, Daniel, El Kassaby, Baha, Gargano, Michael, Groza, Tudor, Baudis, Michael, Steinhaus, Robin, Seelow, Dominik, Bechrakis, Nikolaos E, Mungall, Christopher J, Schofield, Paul N, Elemento, Olivier, Smith, Lindsay, McMurry, Julie A, Munoz-Torres, Monica, Haendel, Melissa A, Robinson, Peter N",10.17863/cam.88021,Apollo - University of Cambridge Repository,2023
Stop Breeding Unicorns,"Whitaker, Kirstie Jane",10.5281/zenodo.7749650,Zenodo,2023
Stop Breeding Unicorns,"Whitaker, Kirstie Jane",10.5281/zenodo.7749651,Zenodo,2023
From culture to computation: mapping my open research journey,"Steele, Anne Lee",10.5281/zenodo.7746620,Zenodo,2023
From culture to computation: mapping my open research journey,"Steele, Anne Lee",10.5281/zenodo.7746621,Zenodo,2023
The long and winding road - Building and growing a research engineering team at the UK national institute for data science and artificial intelligence,"O'Reilly, Martin T., Nanni, Federico, Smith, Camila Rangel",10.5281/zenodo.7058763,Zenodo,2022
The long and winding road - Building and growing a research engineering team at the UK national institute for data science and artificial intelligence,"O'Reilly, Martin T., Nanni, Federico, Smith, Camila Rangel",10.5281/zenodo.7058764,Zenodo,2022
"The Turing Data Safe Haven: An open, scalable, reproducibly deployable, cloud-based Trusted Research Environment for working safely with sensitive data","O'Reilly, Martin T.",10.5281/zenodo.7754459,Zenodo,2023
"The Turing Data Safe Haven: An open, scalable, reproducibly deployable, cloud-based Trusted Research Environment for working safely with sensitive data","O'Reilly, Martin T.",10.5281/zenodo.7646619,Zenodo,2023
"The Turing Data Safe Haven: An open, scalable, reproducibly deployable, cloud-based Trusted Research Environment for working safely with sensitive data","O'Reilly, Martin T.",10.5281/zenodo.7646620,Zenodo,2023
alan-turing-institute/netts: 0.3.1,"Giles, Oscar T, , Iain, Caro Nettekoven, Duncan, Helen, Daniels, Ryan, SarahMorgan",10.5281/zenodo.7734270,Zenodo,2023
alan-turing-institute/netts: 0.3.2,"Giles, Oscar T, , Iain, Caro Nettekoven, Duncan, Helen, Daniels, Ryan, SarahMorgan",10.5281/zenodo.7754016,Zenodo,2023
alan-turing-institute/netts: 0.3.2,"Giles, Oscar T, , Iain, Caro Nettekoven, Duncan, Helen, Daniels, Ryan, SarahMorgan",10.5281/zenodo.6951531,Zenodo,2023
alan-turing-institute/netts: Installation fix,"Giles, Oscar T, , Iain, Caro Nettekoven, Duncan, Helen, Daniels, Ryan, SarahMorgan",10.5281/zenodo.7717252,Zenodo,2023
netts - NETworks of Transcript Semantics,"Nettekoven, Caroline, Stenson, Iain, Giles, Oscar, Duncan, Helen, Morgan, Sarah",10.5281/zenodo.6951532,Zenodo,2022
alan-turing-institute/netts: 0.3.0,"Giles, Oscar T, , Iain, Caro Nettekoven, Duncan, Helen, Daniels, Ryan, SarahMorgan",10.5281/zenodo.7724977,Zenodo,2023
alan-turing-institute/netts: 0.2.2-rc0,"Giles, Oscar T, , Iain, Caro Nettekoven, Duncan, Helen, Daniels, Ryan, SarahMorgan",10.5281/zenodo.7668823,Zenodo,2023
Structured missing data: Grand challenges in learning from multi-modal data at scale,"McGough, Sarah, Mitra, Robin",10.5281/zenodo.7746417,Zenodo,2023
Structured missing data: Grand challenges in learning from multi-modal data at scale,"McGough, Sarah, Mitra, Robin",10.5281/zenodo.7746416,Zenodo,2023
Raincloud plots: a multi-platform tool for robust data visualization.,"Allen, Micah, Poggiali, Davide, Whitaker, Kirstie, Marshall, Tom Rhys, Kievit, Rogier A",10.17863/cam.51768,Apollo - University of Cambridge Repository,2019
Causal Learning via Manifold Regularization,"Hill, Steven M, Oates, Chris J, Blythe, Duncan A, Mukherjee, Sach",10.17863/cam.44718,Apollo - University of Cambridge Repository,2019
Participatory design fiction for innovation in everyday wearable IoT systems: demo abstract,"Oliver, Katherine Helen",10.17863/cam.39647,Apollo - University of Cambridge Repository,2019
The synthesis of data from instrumented structures and physics-based models via Gaussian processes,"Gregory, A, Lau, FDH, Girolami, M, Butler, LJ, Elshafie, MZEB",10.17863/cam.40309,Apollo - University of Cambridge Repository,2019
Variational Bayesian dropout: pitfalls and fixes,"Matthews, Alexander G De G, Ghahramani, Zoubin",10.17863/cam.28034,Apollo - University of Cambridge Repository,2018
Lost Relatives of the Gumbel Trick,"Balog, M, Tripuraneni, N, Ghahramani, Z, Weller, A",10.17863/cam.11066,Apollo - University of Cambridge Repository,2017
On b-bit min-wise hashing for large-scale regression and classification with sparse data,"Shah, Rajen D, Meinshausen, Nicolai",10.17863/cam.43394,Apollo - University of Cambridge Repository,2018
"Guidefill: GPU accelerated, artist guided geometric inpainting for 3D conversion of film","Hocking, LR, MacKenzie, R, Schönlieb, CB",10.17863/cam.39860,Apollo - University of Cambridge Repository,2017
The Mondrian Kernel,"Balog, M, Lakshminarayanan, B, Ghahramani, Z, Roy, DM, Teh, YW",10.17863/cam.4533,Apollo - University of Cambridge Repository,2016
Novelty in science should not come at the cost of reproducibility.,"Holding, Andrew N",10.17863/cam.41568,Apollo - University of Cambridge Repository,2019
The relationship between usage and citations in an open access mega-journal,"McGillivray, Barbara, Astell, Mathias",10.17863/cam.43765,Apollo - University of Cambridge Repository,2019
Unveiling the invisible: mathematical methods for restoring and interpreting illuminated manuscripts.,"Calatroni, Luca, D'Autume, Marie, Hocking, Rob, Panayotova, Stella, Parisotto, Simone, Ricciardi, Paola, Schönlieb, Carola-Bibiane",10.17863/cam.40094,Apollo - University of Cambridge Repository,2018
Blind image fusion for hyperspectral imaging with the directional total variation,"Bungert, L, Coomes, DA, Ehrhardt, MJ, Rasch, J, Reisenhofer, R, Schönlieb, CB",10.17863/cam.25386,Apollo - University of Cambridge Repository,2018
Stability analysis of line patterns of an anisotropic interaction model,"Carrillo, José A, Düring, Bertram, Kreusser, Lisa Maria, Schönlieb, Carola-Bibiane",10.17863/cam.43025,Apollo - University of Cambridge Repository,2019
Deriving Equations from Sensor Data Using Dimensional Function Synthesis,"Wang, Youchao, Willis, Sam, Tsoutsouras, Vasileios, Stanley-Marbell, Phillip",10.17863/cam.44893,Apollo - University of Cambridge Repository,2019
Machine learning for COVID-19 diagnosis and prognostication: lessons for amplifying the signal whilst reducing the noise,"Driggs, Derek, Selby, Ian, Roberts, Michael, Gkrania-Klotsas, Effrossyni, Rudd, James, Yang, Guang, Babar, Judith, Sala, Evis, Schoenlieb, Carola",10.17863/cam.65566,Apollo - University of Cambridge Repository,2021
Variational regularisation for inverse problems with imperfect forward operators and general noise models.,"Bungert, Leon, Burger, Martin, Korolev, Yury, Schönlieb, Carola-Bibiane",10.17863/cam.79940,Apollo - University of Cambridge Repository,2020
Uncertainty in Neural Networks: Approximately Bayesian Ensembling,"Pearce, Tim, Leibfried, Felix, Brintrup, Alexandra, Zaki, Mohamed, Neely, Andy",10.17863/cam.57105,Apollo - University of Cambridge Repository,2020
Royal Society: culture award application 2022,"Sharan, Malvika, Araujo Alvarez, Alexandra, Bennett, Arielle",10.5281/zenodo.7689260,Zenodo,2023
Royal Society: culture award application 2022,"Sharan, Malvika, Araujo Alvarez, Alexandra, Bennett, Arielle",10.5281/zenodo.7689261,Zenodo,2023
Investing in Research Infrastructure Roles for Culture Change,"Sharan, Malvika",10.5281/zenodo.7620215,Zenodo,2023
Investing in Research Infrastructure Roles for Culture Change,"Sharan, Malvika",10.5281/zenodo.7620214,Zenodo,2023
Revolutionising Team Science with Research Infrastructure Roles,"Whitaker, Kirstie Jane",10.5281/zenodo.7647784,Zenodo,2023
Revolutionising Team Science with Research Infrastructure Roles,"Whitaker, Kirstie Jane",10.5281/zenodo.7647783,Zenodo,2023
Performance MIDI-to-Score Conversion by Neural Beat Tracking: Pretrained models,"Liu, Lele, Qiuqiang Kong, Morfi, Veronica, Benetos, Emmanouil",10.5281/zenodo.7429669,Zenodo,2022
Performance MIDI-to-Score Conversion by Neural Beat Tracking: Pretrained models,"Liu, Lele, Qiuqiang Kong, Morfi, Veronica, Benetos, Emmanouil",10.5281/zenodo.7429668,Zenodo,2022
"The Turing Way: A handbook for reproducible, ethical and collaborative research","Community, The Turing Way",10.5281/zenodo.3233853,Zenodo,2022
"The Turing Way: A handbook for reproducible, ethical and collaborative research","Community, The Turing Way",10.5281/zenodo.7625728,Zenodo,2022
"The Turing Way: A handbook for reproducible, ethical and collaborative research","Community, The Turing Way",10.5281/zenodo.6909298,Zenodo,2022
"The Turing Way: A handbook for reproducible, ethical and collaborative research","Community, The Turing Way",10.5281/zenodo.7470333,Zenodo,2022
alan-turing-institute/the-turing-way: v1.0.0 The Turing Way: 2020 release,"Malvika Sharan, Arnold, Becky, Gibson, Sarah, Whitaker, Kirstie, Owoicho, Paul, Karoune, Emma, Dr. Rachael Ainsworth, Herterich, Patricia, Carter, Laura, Plomp, Esther, Batool Almarzouq, RosieHigman, Vilas, Martina G., Bowler, Louise, Garside, Danny, Arielle-Bennett, Mason, Lachlan, Liggins, Clare, Ismael-KG, Provencher, Jessy, Morley, Alexander, Krystalli, Anna, Wagner, Adina, Grayling, Michael J, Srishti Nema, Agarwalmanvi, Pickering, Jade, Alexandru, Andrei, Mariana, V.",10.5281/zenodo.5659539,Zenodo,2021
"The Turing Way: A handbook for reproducible, ethical and collaborative research","Community, The Turing Way",10.5281/zenodo.5671094,Zenodo,2021
OntoPESScan: An Ontology for Potential Energy Surface Scans.,"Menon, Angiras, Pascazio, Laura, Nurkowski, Daniel, Farazi, Feroz, Mosbach, Sebastian, Akroyd, Jethro, Kraft, Markus",10.17863/cam.92907,Apollo - University of Cambridge Repository,2023
"The Turing Way: Reproducible, inclusive, collaborative data science - Poster","Community, The Turing Way",10.5281/zenodo.4263402,Zenodo,2020
"The Turing Way: Reproducible, inclusive, collaborative data science - Poster","Community, The Turing Way",10.5281/zenodo.7550604,Zenodo,2020
"The Turing Way: Reproducible, inclusive, collaborative data science - Poster","Plomp, Esther, Sharan, Malvika, Whitaker, Kirstie",10.5281/zenodo.4263403,Zenodo,2020
Towards Causal Replay for Knowledge Rehearsal in Continual Learning,"Churamani, Nikhil, Cheong, Jiaee, Kalkan, Sinan, Gunes, Hatice",10.17863/cam.92850,Apollo - University of Cambridge Repository,2023
Collaboration on AI at scale: lessons from Living with Machines,"Ridge, Mia",10.5281/zenodo.5537152,Zenodo,2021
Collaboration on AI at scale: lessons from Living with Machines,"Ridge, Mia",10.5281/zenodo.5537153,Zenodo,2021
BAE T1A Hawk Starboard Wing Vibration Tests,"Bonney, Matthew, Rogers, Tim, Wagg, David, Haywood-Alexander, Marcus",10.15131/shef.data.c.6269025.v2,The University of Sheffield,2023
BAE T1A Hawk Starboard Wing Vibration Tests,"Bonney, Matthew, Rogers, Tim, Wagg, David, Haywood-Alexander, Marcus",10.15131/shef.data.c.6269025,The University of Sheffield,2023
BAE T1A Hawk Starboard Wing Vibration Tests,"Bonney, Matthew, Rogers, Tim, Wagg, David, Haywood-Alexander, Marcus",10.15131/shef.data.c.6269025.v3,The University of Sheffield,2023
Burst Random Amplitude Ramp : 2.0V,"Bonney, Matthew, Wagg, David, Haywood-Alexander, Marcus, Rogers, Tim",10.15131/shef.data.21878787.v1,The University of Sheffield,2023
Burst Random Amplitude Ramp : 2.0V,"Bonney, Matthew, Wagg, David, Haywood-Alexander, Marcus, Rogers, Tim",10.15131/shef.data.21878787,The University of Sheffield,2023
Burst Random Amplitude Ramp : 1.6V,"Bonney, Matthew, Wagg, David, Haywood-Alexander, Marcus, Rogers, Tim",10.15131/shef.data.21878775.v1,The University of Sheffield,2023
Burst Random Amplitude Ramp : 1.6V,"Bonney, Matthew, Wagg, David, Haywood-Alexander, Marcus, Rogers, Tim",10.15131/shef.data.21878775,The University of Sheffield,2023
Burst Random Amplitude Ramp : 1.2V,"Bonney, Matthew, Wagg, David, Haywood-Alexander, Marcus, Rogers, Tim",10.15131/shef.data.21878766,The University of Sheffield,2023
Burst Random Amplitude Ramp : 1.2V,"Bonney, Matthew, Wagg, David, Haywood-Alexander, Marcus, Rogers, Tim",10.15131/shef.data.21878766.v1,The University of Sheffield,2023
Burst Random Amplitude Ramp : 0.8V,"Bonney, Matthew, Wagg, David, Haywood-Alexander, Marcus, Rogers, Tim",10.15131/shef.data.21878745.v1,The University of Sheffield,2023
Burst Random Amplitude Ramp : 0.8V,"Bonney, Matthew, Wagg, David, Haywood-Alexander, Marcus, Rogers, Tim",10.15131/shef.data.21878745,The University of Sheffield,2023
BAE T1A Hawk Starboard Wing Vibration Tests,"Bonney, Matthew, Rogers, Tim, Wagg, David",10.15131/shef.data.c.6269025.v1,The University of Sheffield,2022
Burst Random Amplitude Ramp : 0.4V,"Bonney, Matthew, Haywood-Alexander, Marcus, Wagg, David, Rogers, Tim",10.15131/shef.data.21739466.v1,The University of Sheffield,2022
Burst Random Amplitude Ramp : 0.4V,"Bonney, Matthew, Haywood-Alexander, Marcus, Wagg, David, Rogers, Tim",10.15131/shef.data.21739466,The University of Sheffield,2022
OntoPESScan: An Ontology for Potential Energy Surface Scans,"Menon, Angiras, Pascazio, Laura, Nurkowski, Daniel, Farazi, Feroz, Mosbach, Sebastian, Akroyd, Jethro, Kraft, Markus",10.17863/cam.91679,Apollo - University of Cambridge Repository,2022
Open Science: Reproducibility and Interoperability in Research,"Gibson, Sarah",10.5281/zenodo.7339751,Zenodo,2022
Open Science: Reproducibility and Interoperability in Research,"Gibson, Sarah",10.5281/zenodo.7339750,Zenodo,2022
DWUG LA: Diachronic Word Usage Graphs for Latin,"McGillivray, Barbara, Schlechtweg, Dominik, Dubossarsky, Haim, Tahmasebi, Nina, Hengchen, Simon",10.5281/zenodo.5255227,Zenodo,2021
Image Reconstruction in Light-Sheet Microscopy: Spatially Varying Deconvolution and Mixed Noise.,"Toader, Bogdan, Boulanger, Jérôme, Korolev, Yury, Lenz, Martin O, Manton, James, Schönlieb, Carola-Bibiane, Mureşan, Leila",10.17863/cam.91452,Apollo - University of Cambridge Repository,2022
Inputs of the Jupyter Notebook - Cosmos-UK soil moisture,Environmental Data Science Community,10.5281/zenodo.6562981,Zenodo,2022
Inputs of the Jupyter Notebook - Cosmos-UK soil moisture,Environmental Data Science Community,10.5281/zenodo.6567018,Zenodo,2022
Miniaturized thermal acoustic gas sensor based on a CMOS microhotplate and MEMS microphone.,"Hopper, Richard, Popa, Daniel, Udrea, Florin, Ali, Syed Zeeshan, Stanley-Marbell, Phillip",10.17863/cam.80143,Apollo - University of Cambridge Repository,2022
Causal Structure Learning of Bias for Fair Affect Recognition,"Cheong, Jiaee, Kalkan, Sinan, Gunes, Hatice",10.17863/cam.91326,Apollo - University of Cambridge Repository,2022
"Investigating reinforcement learning processes in depression and substance use disorder: translational, computational and neuroimaging approaches.","Zuhlsdorff, Katharina",10.17863/cam.91233,Apollo - University of Cambridge Repository,2022
Flower classification model,"Barlow, Nick",10.5281/zenodo.7311287,Zenodo,2022
Flower classification model,"Barlow, Nick",10.5281/zenodo.7311288,Zenodo,2022
Trained model for Butterfly classification,"Barlow, Nick",10.5281/zenodo.7311251,Zenodo,2022
Trained model for Butterfly classification,"Barlow, Nick",10.5281/zenodo.7311252,Zenodo,2022
Research Infrastructure Roles Hackathon,"Bennett, Arielle, Ding, Jennifer, Steele, Anne",10.5281/zenodo.7307368,Zenodo,2022
Research Infrastructure Roles Hackathon,"Bennett, Arielle, Ding, Jennifer, Steele, Anne",10.5281/zenodo.7307369,Zenodo,2022
Trustworthy Assurance of Digital Mental Healthcare,"Burr, Christopher, Powell, Rosamund",10.5281/zenodo.7107199,Zenodo,2022
Trustworthy Assurance of Digital Mental Healthcare,"Burr, Christopher, Powell, Rosamund",10.5281/zenodo.7107200,Zenodo,2022
Burst Random Amplitude Ramp : 0.4V Repetition 1,"Bonney, Matthew, Wagg, David, Rogers, Tim",10.15131/shef.data.21400008,The University of Sheffield,2022
